Inventory with related information;;;;;;;;;;Characterization factors (CFs) by impact category;;;;;;;;;;;;;;;;Global NF by impact category ;;;;;;;;;;;;;;;
Flow name;Flow name original;Substance name as commonly in the statistics;Additional Specification (e.g. Emission source);Compartment;Compartment (class 2);Global inventory 2010;Unit;Source;UUID;Climate change;Ozone depletion;Human toxicity, cancer;Human toxicity, non-cancer;Particulate matter;Ionising radiation ;Photochemical ozone formation ;Acidification;Terrestrial eutrophication;Freshwater eutrophication;Marine Eutrophication;Land use;Ecotoxicity freshwater;Water use;Resource depletion, fossils;Resource depletion, minerals and metals;Climate change;Ozone depletion;Human toxicity, cancer;Human toxicity, non-cancer;Particulate matter;Ionising radiation ;Photochemical ozone formation ;Acidification;Terrestrial eutrophication;Freshwater eutrophication;Marine Eutrophication;Land use;Ecotoxicity freshwater;Water use;Resource depletion, fossils;Resource depletion, minerals and metals
carbon dioxide (biogenic);carbon dioxide biogenic;;;emissions to air;emissions to air, unspecified;0.00E+00;kg;EC-JRC/PBL, 2013 (EDGAR, v.4.2 FT2010);08a91e70-3ddc-11dd-9c15-0050c2490048;0.00E+00;;;;;;;;;;;;;;;;0.00E+00;;;;;;;;;;;;;;;
carbon dioxide (fossil);carbon dioxide fossil;;;emissions to air;emissions to air, unspecified;3.23E+13;kg;EC-JRC/PBL, 2013 (EDGAR, v.4.2 FT2010);08a91e70-3ddc-11dd-923d-0050c2490048;1.00E+00;;;;;;;;;;;;;;;;3.23E+13;;;;;;;;;;;;;;;
carbon dioxide (land use change);carbon dioxide luc;;;emissions to air;emissions to air, unspecified;2.60E+12;kg;EC-JRC/PBL, 2013 (EDGAR, v.4.2 FT2010), Global Carbon Atlas;adcb79f3-89cf-45fb-b0b2-65558cb2af26;1.00E+00;;;;;;;;;;;;;;;;2.60E+12;;;;;;;;;;;;;;;
carbon monoxide (biogenic);carbon monoxide - biogenic;CO;Biogenic;emissions to air;emissions to air, unspecified;0.00E+00;kg;EC-JRC/PBL, 2013 (EDGAR, v.4.2 FT2010);8a313a02-e251-11e6-bf01-fe55135034f3;0.00E+00;;;0.00E+00;;;;;;;;;2.28E-02;;;;0.00E+00;;;0.00E+00;;;;;;;;;0.00E+00;;;
carbon monoxide (fossil);carbon monoxide - fossil;;Fossil;emissions to air;emissions to air, unspecified;6.22E+11;kg;EC-JRC/PBL, 2013 (EDGAR, v.4.2 FT2010);08a91e70-3ddc-11dd-924e-0050c2490048;0.00E+00;;;0.00E+00;;;4.56E-02;;;;;;2.28E-02;;;;0.00E+00;;;0.00E+00;;;2.83E+10;;;;;;1.42E+10;;;
carbon tetrachloride;carbon tetrachloride;;CFC-10;emissions to air;emissions to air, unspecified;5.83E+07;kg;Fraser et al., 2013;8a313fb6-e251-11e6-bf01-fe55135034f3;2.20E+03;7.20E-01;4.18E-05;8.09E-06;;;;;;;;;9.20E+01;;;;1.28E+11;4.20E+07;2.44E+03;4.72E+02;;;;;;;;;5.36E+09;;;
carbon-14;C-14;carbon-14;Reprocessing;emissions to air;emissions to air, unspecified;2.89058E+12;kBq;;08a91e70-3ddc-11dd-9257-0050c2490048;;;;;;1.00E+01;;;;;;;;;;;;;;;;2.89E+13;;;;;;;;;;
carbophenothion;carbophenothion;carbophenothion;Pesticide;emissions to air;emissions to air, unspecified;2.33E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);3960cd41-dd8a-4ee1-a2eb-4a9c335d6af6;;;;6.21E-05;;;;;;;;;4.56E+03;;;;;;;1.45E+01;;;;;;;;;1.06E+09;;;
carbophenothion;carbophenothion;carbophenothion;Pesticide;emissions to soil;emissions to soil, unspecified;3.10E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);cf567353-d851-4f76-a192-94f136ae7b8d;;;;7.10E-06;;;;;;;;;1.69E+02;;;;;;;2.20E+00;;;;;;;;;5.26E+07;;;
carbophenothion;carbophenothion;carbophenothion;Pesticide;emissions to water;emissions to water, unspecified;1.55E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);34dba134-042d-4f43-bc50-8434efad799d;;;;3.22E-03;;;;;;;;;8.06E+05;;;;;;;5.00E+01;;;;;;;;;1.25E+10;;;
carboxin;carboxin;Carboxin;Pesticide;emissions to air;emissions to air, unspecified;2.89E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-975f-0050c2490048;;;;4.26E-06;;;;;;;;;4.93E+02;;;;;;;1.23E-01;;;;;;;;;1.43E+07;;;
carboxin;carboxin;Carboxin;Pesticide;emissions to soil;emissions to soil, unspecified;3.85E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-975e-0050c2490048;;;;5.49E-08;;;;;;;;;5.84E+01;;;;;;;2.12E-03;;;;;;;;;2.25E+06;;;
carboxin;carboxin;Carboxin;Pesticide;emissions to water;emissions to water, unspecified;1.93E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-9715-0050c2490048;;;;6.62E-06;;;;;;;;;4.67E+04;;;;;;;1.28E-02;;;;;;;;;9.00E+07;;;
cesium-134;Cs-134;cesium-134;Reprocessing;emissions to air;emissions to air, unspecified;128308.8235;kBq;;4d9a8790-3ddd-11dd-9b2c-0050c2490048;;;;;;5.64E-01;;;;;;;;;;;;;;;;7.24E+04;;;;;;;;;;
cesium-134;Cs-134;cesium-134;Reprocessing;emissions to water;emissions to water, unspecified;1908760294;kBq;;4d9a8790-3ddd-11dd-9b32-0050c2490048;;;;;;6.79E+00;;;;;;;;;;;;;;;;1.30E+10;;;;;;;;;;
cesium-137;Cs-137;cesium-137;Reprocessing;emissions to air;emissions to air, unspecified;233557.5735;kBq;;4d9a8790-3ddd-11dd-9b37-0050c2490048;;;;;;6.36E-01;;;;;;;;;;;;;;;;1.49E+05;;;;;;;;;;
cesium-137;Cs-137;cesium-137;Reprocessing;emissions to water;emissions to water, unspecified;8305110294;kBq;;4d9a8790-3ddd-11dd-9b3d-0050c2490048;;;;;;7.86E+00;;;;;;;;;;;;;;;;6.53E+10;;;;;;;;;;
cfc-10;cfc-10;Tetrachloromethane;;emissions to air;emissions to air, unspecified;4.21E+06;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a929-0050c2490048;2.20E+03;7.20E-01;4.18E-05;8.09E-06;;;;;;;;;9.20E+01;;;;9.27E+09;3.03E+06;1.76E+02;3.41E+01;;;;;;;;;3.87E+08;;;
cfc-10;cfc-10;Tetrachloromethane (TCM);Industrial releases;emissions to water;emissions to water, unspecified;7.76E+04;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a92f-0050c2490048;;;2.38E-05;4.60E-06;;;;;;;;;6.46E+03;;;;;;1.85E+00;3.57E-01;;;;;;;;;5.01E+08;;;
cfc-10;cfc-10;Tetrachloromethane;Non-industrial releases;emissions to water;emissions to water, unspecified;1.92E+04;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a92f-0050c2490048;;;2.38E-05;4.60E-06;;;;;;;;;6.46E+03;;;;;;4.58E-01;8.85E-02;;;;;;;;;1.24E+08;;;
cfc-11;cfc-11;fluorotrichloromethane (F11);;emissions to air;emissions to air, unspecified;7.00E+07;kg;Fraser et al., 2014;fe0acd60-3ddc-11dd-9e51-0050c2490048;6.23E+03;1.00E+00;0.00E+00;4.72E-08;;;;;;;;;;;;;4.36E+11;7.00E+07;0.00E+00;3.30E+00;;;;;;;;;;;;
cfc-12;cfc-12;dichlorodifluoromethane;;emissions to air;emissions to air, unspecified;7.00E+07;kg;Fahey & Hegglin, 2011;fe0acd60-3ddc-11dd-9efe-0050c2490048;1.25E+04;7.30E-01;0.00E+00;2.62E-06;;;;;;;;;1.27E-01;;;;8.75E+11;5.11E+07;0.00E+00;1.83E+02;;;;;;;;;8.89E+06;;;
chinomethionate;chinomethionate;Quinomethionate;Pesticide;emissions to air;emissions to air, unspecified;9.58E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);456c265a-7ae2-45ec-93de-de97ecc263dc;;;;1.17E-05;;;;;;;;;2.52E+05;;;;;;;1.12E+00;;;;;;;;;2.41E+10;;;
chinomethionate;chinomethionate;Quinomethionate;Pesticide;emissions to soil;emissions to soil, unspecified;1.28E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);129bc977-f582-4096-bf33-dafa7ef4ef77;;;;1.10E-06;;;;;;;;;2.78E+04;;;;;;;1.40E-01;;;;;;;;;3.55E+09;;;
chinomethionate;chinomethionate;Quinomethionate;Pesticide;emissions to water;emissions to water, unspecified;6.39E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);c608f61c-5f0e-4c3e-97ab-b7a3a3edbcff;;;;1.44E-05;;;;;;;;;7.94E+06;;;;;;;9.23E-02;;;;;;;;;5.07E+10;;;
chlorbromuron;chlorbromuron;Chlorbromuron;Pesticide;emissions to air;emissions to air, unspecified;2.30E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);ab2c7bef-31c1-407f-937c-e412ff6999a0;;;;;;;;;;;;;1.55E+03;;;;;;;;;;;;;;;;3.56E+08;;;
chlorbromuron;chlorbromuron;Chlorbromuron;Pesticide;emissions to soil;emissions to soil, unspecified;1.06E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);6076e0e4-ec44-4f77-9847-ac4c11c4030a;;;;;;;;;;;;;9.82E+02;;;;;;;;;;;;;;;;1.04E+09;;;
chlorbromuron;chlorbromuron;Chlorbromuron;Pesticide;emissions to water;emissions to water, unspecified;1.53E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);3d2ad137-1578-45aa-8f64-516352007db2;;;;;;;;;;;;;5.33E+04;;;;;;;;;;;;;;;;8.18E+08;;;
chlorbufam;chlorbufam;Chlorbufam;Pesticide;emissions to air;emissions to air, unspecified;2.00E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);f2946540-9d6e-459a-818e-688f7c677a60;;;;;;;;;;;;;1.75E+02;;;;;;;;;;;;;;;;3.51E+07;;;
chlorbufam;chlorbufam;Chlorbufam;Pesticide;emissions to soil;emissions to soil, unspecified;9.66E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);cc1bc784-7174-47c4-8ad4-14e5c49e3f2d;;;;;;;;;;;;;5.75E+02;;;;;;;;;;;;;;;;5.55E+08;;;
chlorbufam;chlorbufam;Chlorbufam;Pesticide;emissions to water;emissions to water, unspecified;1.33E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);46ea0ff3-e865-4718-9afb-5130214b731b;;;;;;;;;;;;;7.71E+03;;;;;;;;;;;;;;;;1.03E+08;;;
chlordane , pur;chlordane;Chlordane;Pesticide;emissions to soil;emissions to soil, unspecified;0.00E+00;kg;global, upscale of EU Sala et al. 2015 based on agricultural area (/ 0.0384);a019817d-cfee-4da0-be89-ed6cfe234ca4;;;6.92E-05;1.17E-04;;;;;;;;;1.67E+03;;;;;;0.00E+00;0.00E+00;;;;;;;;;0.00E+00;;;
chlordane , pur;chlordane;Chlordane;Industrial releases;emissions to water;emissions to water, unspecified;5.93E+03;kg;;7f7869e9-c556-4659-80d1-c1f0dae68e69;;;4.55E-03;7.75E-03;;;;;;;;;6.11E+05;;;;;;2.70E+01;4.60E+01;;;;;;;;;3.62E+09;;;
chlorfenapyr;chlorfenapyr;;Pesticide;emissions to air;emissions to air, unspecified;1.41E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);391e7710-a52b-4e8c-887b-699a00a15e2b;;;;4.73E-04;;;;;;;;;5.54E+05;;;;;;;6.65E+00;;;;;;;;;7.80E+09;;;
chlorfenapyr;chlorfenapyr;;Pesticide;emissions to soil;emissions to soil, unspecified;1.88E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);848c4286-5b41-44e7-ac4f-24bb50854c0b;;;;1.40E-05;;;;;;;;;1.35E+05;;;;;;;2.62E-01;;;;;;;;;2.53E+09;;;
chlorfenapyr;chlorfenapyr;;Pesticide;emissions to water;emissions to water, unspecified;9.39E+02;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);34afddcb-bcad-47ad-beaf-d5dd7e6a0a72;;;;1.97E-04;;;;;;;;;5.73E+07;;;;;;;1.85E-01;;;;;;;;;5.38E+10;;;
chlorfenson;chlorfenson;Chlorfenson;Pesticide;emissions to air;emissions to air, unspecified;1.41E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);0a91df70-3a33-4e83-9cff-78225fea5f15;;;0.00E+00;1.04E-05;;;;;;;;;4.10E+03;;;;;;0.00E+00;1.46E-01;;;;;;;;;5.77E+07;;;
chlorfenson;chlorfenson;Chlorfenson;Pesticide;emissions to soil;emissions to soil, unspecified;1.88E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);8b7e1240-aec7-40e2-a558-f9e85aa86cdd;;;0.00E+00;4.95E-06;;;;;;;;;1.57E+03;;;;;;0.00E+00;9.30E-02;;;;;;;;;2.95E+07;;;
chlorfenson;chlorfenson;Chlorfenson;Pesticide;emissions to water;emissions to water, unspecified;9.39E+02;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fab8f1c5-0ced-4036-9111-7f87cc6c0e55;;;0.00E+00;7.50E-05;;;;;;;;;1.59E+05;;;;;;0.00E+00;7.04E-02;;;;;;;;;1.50E+08;;;
chlorfenvinfos;chlorfenvinfos;Chlorfenvinphos;Pesticide;emissions to air;emissions to air, unspecified;2.33E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-8dee-0050c2490048;;;;9.54E-05;;;;;;;;;9.33E+03;;;;;;;2.22E+01;;;;;;;;;2.17E+09;;;
chlorfenvinfos;chlorfenvinfos;Chlorfenvinphos;Pesticide;emissions to soil;emissions to soil, unspecified;3.10E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-8ded-0050c2490048;;;;1.18E-04;;;;;;;;;1.66E+04;;;;;;;3.67E+01;;;;;;;;;5.16E+09;;;
chlorfenvinfos;chlorfenvinfos;Chlorfenvinphos;Pesticide;emissions to water;emissions to water, unspecified;1.55E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-8df4-0050c2490048;;;;5.49E-04;;;;;;;;;6.64E+05;;;;;;;8.52E+00;;;;;;;;;1.03E+10;;;
chlorfenvinfos;chlorfenvinfos;Chlorfenvinphos;Industrial releases;emissions to water;emissions to water, unspecified;1.38E+03;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);4d9a8790-3ddd-11dd-8df4-0050c2490048;;;;5.49E-04;;;;;;;;;6.64E+05;;;;;;;7.58E-01;;;;;;;;;9.18E+08;;;
chloridazon;chloridazon;Chloridazon;Pesticide;emissions to air;emissions to air, unspecified;2.90E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-90a3-0050c2490048;;;;5.86E-07;;;;;;;;;4.03E+02;;;;;;;1.70E+00;;;;;;;;;1.17E+09;;;
chloridazon;chloridazon;Chloridazon;Pesticide;emissions to soil;emissions to soil, unspecified;1.43E+07;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-90a2-0050c2490048;;;;1.17E-07;;;;;;;;;1.04E+03;;;;;;;1.67E+00;;;;;;;;;1.48E+10;;;
chloridazon;chloridazon;Chloridazon;Pesticide;emissions to water;emissions to water, unspecified;1.93E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-90a9-0050c2490048;;;;4.03E-07;;;;;;;;;1.81E+04;;;;;;;7.79E-02;;;;;;;;;3.51E+09;;;
chlorides, unspecified;chlorides (as total cl);;;emissions to soil;emissions to soil, unspecified;1.08E+10;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);7d51d0c9-8e44-4bbb-9f51-03291929e5bb;;;;0.00E+00;;;;;;;;;6.17E+00;;;;;;;0.00E+00;;;;;;;;;6.69E+10;;;
chlorides, unspecified;chlorides (as total cl);;;emissions to water;emissions to water, unspecified;3.08E+11;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);19480497-27a5-4869-8aee-032bfa99d72e;;;;0.00E+00;;;;;;;;;3.01E+02;;;;;;;0.00E+00;;;;;;;;;9.30E+13;;;
chlorine;chlorine;;;resource flow;non-renewable element resources from ground;1.64E+11;kg;USGS, 2011a;fe0acd60-3ddc-11dd-b145-0050c2490048;;;;;;;;;;;;;;;;2.71E-05;;;;;;;;;;;;;;;;4.44E+06
chlormephos;chlormephos;Chlormephos;Pesticide;emissions to air;emissions to air, unspecified;2.33E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-b149-0050c2490048;;;;;;;;;;;;;1.14E+01;;;;;;;;;;;;;;;;2.65E+06;;;
chlormephos;chlormephos;Chlormephos;Pesticide;emissions to soil;emissions to soil, unspecified;3.10E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-b148-0050c2490048;;;;;;;;;;;;;4.70E+02;;;;;;;;;;;;;;;;1.46E+08;;;
chlormephos;chlormephos;Chlormephos;Pesticide;emissions to water;emissions to water, unspecified;1.55E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-a61a-0050c2490048;;;;;;;;;;;;;4.41E+04;;;;;;;;;;;;;;;;6.85E+08;;;
chlormequat chloride;chlormequat;Chlormequat;Pesticide;emissions to air;emissions to air, unspecified;2.93E+07;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-a621-0050c2490048;;;0.00E+00;2.68E-06;;;;;;;;;2.11E+02;;;;;;0.00E+00;7.85E+01;;;;;;;;;6.19E+09;;;
chlormequat chloride;chlormequat;Chlormequat;Pesticide;emissions to soil;emissions to soil, unspecified;3.91E+07;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-a620-0050c2490048;;;0.00E+00;1.94E-07;;;;;;;;;3.45E+02;;;;;;0.00E+00;7.57E+00;;;;;;;;;1.35E+10;;;
chlormequat chloride;chlormequat;Chlormequat;Pesticide;emissions to water;emissions to water, unspecified;1.95E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-9b9e-0050c2490048;;;0.00E+00;4.75E-07;;;;;;;;;2.60E+03;;;;;;0.00E+00;9.28E-01;;;;;;;;;5.07E+09;;;
chlorobenzene;chlorobenzene;chlorobenzene;;emissions to air;emissions to air, unspecified;0.00E+00;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a2e0-0050c2490048;;;9.05E-08;3.56E-09;;;;;;;;;3.17E+00;;;;;;0.00E+00;0.00E+00;;;;;;;;;0.00E+00;;;
chloroform;chloroform;chloroform;;emissions to air;emissions to air, unspecified;4.88E+07;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-af00-0050c2490048;2.06E+01;;2.08E-07;7.94E-07;;;3.89E-02;;;;;;4.62E+00;;;;1.01E+09;;1.02E+01;3.88E+01;;;1.90E+06;;;;;;2.26E+08;;;
chloroform;chloroform;Trichloromethane;Industrial releases;emissions to water;emissions to water, unspecified;3.37E+05;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);08a91e70-3ddc-11dd-9645-0050c2490048;;;2.32E-07;4.57E-07;;;;;;;;;6.97E+02;;;;;;7.80E-02;1.54E-01;;;;;;;;;2.35E+08;;;
chloroform;chloroform;Trichloromethane;Non-industrial releases;emissions to water;emissions to water, unspecified;7.48E+04;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);08a91e70-3ddc-11dd-9645-0050c2490048;;;2.32E-07;4.57E-07;;;;;;;;;6.97E+02;;;;;;1.73E-02;3.41E-02;;;;;;;;;5.21E+07;;;
chloromethane;chloromethane;R-40 ;R-40 ;emissions to air;emissions to air, unspecified;5.77E+09;kg;global, from JRC datasource (EDGAR v4.3.2_VOC_spec);08a91e70-3ddc-11dd-9677-0050c2490048;5.54E+00;1.50E-02;;1.99E-08;;;8.45E-03;;;;;;1.87E-01;;;;3.20E+10;8.66E+07;;1.15E+02;;;4.88E+07;;;;;;1.08E+09;;;
chlorothalonil;chlorothalonil;Chlorothalonil;Pesticide;emissions to air;emissions to air, unspecified;2.70E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-9210-0050c2490048;;;5.45E-08;1.64E-06;;;;;;;;;5.49E+04;;;;;;1.47E-01;4.43E+00;;;;;;;;;1.48E+11;;;
chlorothalonil;chlorothalonil;Chlorothalonil;Pesticide;emissions to soil;emissions to soil, unspecified;3.60E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-920f-0050c2490048;;;4.15E-10;1.25E-08;;;;;;;;;1.21E+03;;;;;;1.49E-03;4.50E-02;;;;;;;;;4.36E+09;;;
chlorothalonil;chlorothalonil;Chlorothalonil;Pesticide;emissions to water;emissions to water, unspecified;1.80E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-9216-0050c2490048;;;6.89E-08;2.08E-06;;;;;;;;;1.59E+06;;;;;;1.24E-02;3.73E-01;;;;;;;;;2.86E+11;;;
chlorpropham;chlorpropham;Chlorpropham;Pesticide;emissions to air;emissions to air, unspecified;9.10E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-a00e-0050c2490048;;;0.00E+00;9.89E-07;;;;;;;;;1.67E+02;;;;;;0.00E+00;9.00E-02;;;;;;;;;1.52E+07;;;
chlorpropham;chlorpropham;Chlorpropham;Pesticide;emissions to soil;emissions to soil, unspecified;4.29E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-9271-0050c2490048;;;0.00E+00;4.15E-07;;;;;;;;;2.86E+02;;;;;;0.00E+00;1.78E-01;;;;;;;;;1.23E+08;;;
chlorpropham;chlorpropham;Chlorpropham;Pesticide;emissions to water;emissions to water, unspecified;6.07E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-9667-0050c2490048;;;0.00E+00;1.79E-06;;;;;;;;;1.83E+04;;;;;;0.00E+00;1.09E-02;;;;;;;;;1.11E+08;;;
chlorpyrifos;chlorpyrifos;Chlorpyrifos;Pesticide;emissions to air;emissions to air, unspecified;2.52E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-9275-0050c2490048;;;0.00E+00;3.65E-03;;;;;;;;;1.52E+06;;;;;;0.00E+00;9.18E+03;;;;;;;;;3.84E+12;;;
chlorpyrifos;chlorpyrifos;Chlorpyrifos;Pesticide;emissions to soil;emissions to soil, unspecified;3.36E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-9274-0050c2490048;;;0.00E+00;1.00E-05;;;;;;;;;2.36E+05;;;;;;0.00E+00;3.37E+01;;;;;;;;;7.93E+11;;;
chlorpyrifos;chlorpyrifos;Chlorpyrifos;Pesticide;emissions to water;emissions to water, unspecified;1.68E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-9ac5-0050c2490048;;;0.00E+00;1.37E-03;;;;;;;;;3.94E+08;;;;;;0.00E+00;2.30E+02;;;;;;;;;6.60E+13;;;
chlorpyrifos;chlorpyrifos;Chlorpyrifos;Industrial releases;emissions to water;emissions to water, unspecified;6.55E+03;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);08a91e70-3ddc-11dd-9ac5-0050c2490048;;;0.00E+00;1.37E-03;;;;;;;;;3.94E+08;;;;;;0.00E+00;8.97E+00;;;;;;;;;2.58E+12;;;
chlorpyrifos-methyl;chlorpyrifos-methyl;Chlorpyrifos-Methyl;Pesticide;emissions to air;emissions to air, unspecified;3.21E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);3d1f2370-580e-45bd-a561-fc0a8bb92ddd;;;;2.47E-05;;;;;;;;;1.13E+04;;;;;;;7.91E+00;;;;;;;;;3.64E+09;;;
chlorpyrifos-methyl;chlorpyrifos-methyl;Chlorpyrifos-Methyl;Pesticide;emissions to soil;emissions to soil, unspecified;4.28E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);58f9434b-c3e8-4e68-a7e3-ee5acc55ad4a;;;;1.18E-06;;;;;;;;;6.05E+02;;;;;;;5.04E-01;;;;;;;;;2.59E+08;;;
chlorpyrifos-methyl;chlorpyrifos-methyl;Chlorpyrifos-Methyl;Pesticide;emissions to water;emissions to water, unspecified;2.14E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);925fd651-2401-47d3-9c77-a1dcb419d943;;;;2.28E-04;;;;;;;;;2.43E+06;;;;;;;4.88E+00;;;;;;;;;5.19E+10;;;
chlorsulfuron;chlorsulfuron;Chlorsulfuron;Pesticide;emissions to air;emissions to air, unspecified;2.57E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-9dad-0050c2490048;;;;1.92E-07;;;;;;;;;1.50E+04;;;;;;;4.94E-04;;;;;;;;;3.85E+07;;;
chlorsulfuron;chlorsulfuron;Chlorsulfuron;Pesticide;emissions to soil;emissions to soil, unspecified;1.27E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-9dac-0050c2490048;;;;7.33E-09;;;;;;;;;1.01E+04;;;;;;;9.30E-05;;;;;;;;;1.28E+08;;;
chlorsulfuron;chlorsulfuron;Chlorsulfuron;Pesticide;emissions to water;emissions to water, unspecified;1.72E+02;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-a765-0050c2490048;;;;4.38E-08;;;;;;;;;3.17E+05;;;;;;;7.51E-06;;;;;;;;;5.44E+07;;;
chlortetracycline;chlortetracycline;Chlortetracycline;Manure;emissions to soil;emissions to soil, unspecified;2.25E+05;kg;;9b73c388-f184-45f0-b9a8-20a38c7d73ff;;;;;;;;;;;;;8.04E+02;;;;;;;;;;;;;;;;1.81E+08;;;
chlortoluron;chlortoluron;Chlorotoluron;Pesticide;emissions to air;emissions to air, unspecified;3.71E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);3e4c6627-6556-11dd-ad8b-0800200c9a66;;;;;;;;;;;;;2.20E+02;;;;;;;;;;;;;;;;8.17E+07;;;
