Inventory with related information;;;;;;;;;;Characterization factors (CFs) by impact category;;;;;;;;;;;;;;;;Global NF by impact category ;;;;;;;;;;;;;;;
Flow name;Flow name original;Substance name as commonly in the statistics;Additional Specification (e.g. Emission source);Compartment;Compartment (class 2);Global inventory 2010;Unit;Source;UUID;Climate change;Ozone depletion;Human toxicity, cancer;Human toxicity, non-cancer;Particulate matter;Ionising radiation ;Photochemical ozone formation ;Acidification;Terrestrial eutrophication;Freshwater eutrophication;Marine Eutrophication;Land use;Ecotoxicity freshwater;Water use;Resource depletion, fossils;Resource depletion, minerals and metals;Climate change;Ozone depletion;Human toxicity, cancer;Human toxicity, non-cancer;Particulate matter;Ionising radiation ;Photochemical ozone formation ;Acidification;Terrestrial eutrophication;Freshwater eutrophication;Marine Eutrophication;Land use;Ecotoxicity freshwater;Water use;Resource depletion, fossils;Resource depletion, minerals and metals
nitrogen trifluoride;nitrogen trifluoride ;;;emissions to air;emissions to air, unspecified;2.14E+05;kg;EC-JRC/PBL, 2013 (EDGAR, v.4.2 FT2010);23bfd19e-9751-4b06-81f4-93b069a3fd56;1.74E+04;;;3.51E-06;;;;;;;;;;;;;3.73E+09;;;7.53E-01;;;;;;;;;;;;
nitrogen, total (excluding n2);nitrogen, total (excluding n2);;from agriculture;emissions to water;emissions to fresh water;5.92E+10;kg;Bouwman et al., 2013;e1716164-e906-48e4-ad77-8f2ec4a9a4c5;;;;;;;;;;;1.00E+00;;;;;;;;;;;;;;;;5.92E+10;;;;;
nitrogen, total (excluding n2);nitrogen, total (excluding n2);;from wastewater treatment plants;emissions to water;emissions to fresh water;9.69E+09;kg;Sala et al., 2014, OECD, 2017;e1716164-e906-48e4-ad77-8f2ec4a9a4c5;;;;;;;;;;;1.00E+00;;;;;;;;;;;;;;;;9.69E+09;;;;;
nitrous oxide;nitrous oxide ;Dinitrogen monoxide;Dinitrogen monoxide;emissions to air;emissions to air, unspecified;9.95E+09;kg;EC-JRC/PBL, 2013 (EDGAR, v.4.2 FT2010);08a91e70-3ddc-11dd-94c3-0050c2490048;2.73E+02;;;1.60E-08;;;;;;;;;;;;;2.72E+12;;;1.60E+02;;;;;;;;;;;;
nonane;nonane;n-nonane;;emissions to air;emissions to air, unspecified;7.34E+08;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-aa1b-0050c2490048;;;;3.28E-10;;;6.99E-01;;;;;;4.80E-03;;;;;;;2.41E-01;;;5.13E+08;;;;;;3.52E+06;;;
nonylphenol;nonylphenol and nonylphenol ethoxylates (np/npes);;;emissions to water;emissions to water, unspecified;5.87E+05;kg;;0eb42782-e1a9-4ec9-9bfa-4b309cb2736e;;;;;;;;;;;;;5.34E+04;;;;;;;;;;;;;;;;3.13E+10;;;
norflurazon;norflurazon;Norflurazon;Pesticide;emissions to air;emissions to air, unspecified;3.89E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-956b-0050c2490048;;;;8.08E-07;;;;;;;;;5.67E+03;;;;;;;3.15E-02;;;;;;;;;2.21E+08;;;
norflurazon;norflurazon;Norflurazon;Pesticide;emissions to soil;emissions to soil, unspecified;1.53E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-956a-0050c2490048;;;;1.09E-07;;;;;;;;;5.04E+03;;;;;;;1.66E-02;;;;;;;;;7.70E+08;;;
norflurazon;norflurazon;Norflurazon;Pesticide;emissions to water;emissions to water, unspecified;2.60E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-a321-0050c2490048;;;;7.70E-07;;;;;;;;;1.70E+05;;;;;;;2.00E-03;;;;;;;;;4.40E+08;;;
n-propanol;n-propanol;n-propanol;;emissions to air;emissions to air, unspecified;5.37E+06;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-ab36-0050c2490048;;;;1.19E-09;;;9.48E-01;;;;;;4.35E-01;;;;;;;6.37E-03;;;5.09E+06;;;;;;2.34E+06;;;
n-propyl-acetate;n-propyl-acetate;propylacetate, unspecified;;emissions to air;emissions to air, unspecified;2.16E+07;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a71f-0050c2490048;;;;2.31E-09;;;4.76E-01;;;;;;9.36E-01;;;;;;;4.99E-02;;;1.03E+07;;;;;;2.02E+07;;;
o-(2,4-dichlorophenyl) o-ethyl s-propyl dithiophosphate;o-(2,4-dichlorophenyl) o-ethyl s-propyl dithiophosphate;Prothiofos;Pesticide;emissions to air;emissions to air, unspecified;2.33E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);8e5f3617-d250-492f-820f-e429fe6161c6;;;;;;;;;;;;;1.01E+01;;;;;;;;;;;;;;;;2.36E+06;;;
o-(2,4-dichlorophenyl) o-ethyl s-propyl dithiophosphate;o-(2,4-dichlorophenyl) o-ethyl s-propyl dithiophosphate;Prothiofos;Pesticide;emissions to soil;emissions to soil, unspecified;3.10E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);40f4f27b-90d3-4812-98cd-e8d9fc72cd4e;;;;;;;;;;;;;4.30E+00;;;;;;;;;;;;;;;;1.33E+06;;;
o-(2,4-dichlorophenyl) o-ethyl s-propyl dithiophosphate;o-(2,4-dichlorophenyl) o-ethyl s-propyl dithiophosphate;Prothiofos;Pesticide;emissions to water;emissions to water, unspecified;1.55E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);a8710d2b-c1af-45e0-9624-cf2b6f434a10;;;;;;;;;;;;;1.49E+04;;;;;;;;;;;;;;;;2.32E+08;;;
o-(4-bromo-2-chlorophenyl) o-ethyl s-propyl phosphorothioate;o-(4-bromo-2-chlorophenyl) o-ethyl s-propyl phosphorothioate;Profenofos;Pesticide;emissions to air;emissions to air, unspecified;2.33E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);441ae8d6-7b57-4dba-b932-25ba61e33ac9;;;;6.95E-07;;;;;;;;;1.72E+05;;;;;;;1.62E-01;;;;;;;;;4.00E+10;;;
o-(4-bromo-2-chlorophenyl) o-ethyl s-propyl phosphorothioate;o-(4-bromo-2-chlorophenyl) o-ethyl s-propyl phosphorothioate;Profenofos;Pesticide;emissions to soil;emissions to soil, unspecified;3.10E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);05a59fee-a15b-4189-9f02-25a01f61bd20;;;;6.08E-08;;;;;;;;;3.01E+04;;;;;;;1.89E-02;;;;;;;;;9.33E+09;;;
o-(4-bromo-2-chlorophenyl) o-ethyl s-propyl phosphorothioate;o-(4-bromo-2-chlorophenyl) o-ethyl s-propyl phosphorothioate;Profenofos;Pesticide;emissions to water;emissions to water, unspecified;1.55E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);b83d1f9b-88d3-4dbc-8a7b-45b5b0187f02;;;;1.59E-06;;;;;;;;;1.35E+07;;;;;;;2.47E-02;;;;;;;;;2.09E+11;;;
octane;octane;octane;;emissions to air;emissions to air, unspecified;1.27E+08;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);08a91e70-3ddc-11dd-9734-0050c2490048;;;;1.87E-10;;;7.65E-01;;;;;;2.19E-03;;;;;;;2.37E-02;;;9.69E+07;;;;;;2.77E+05;;;
o-diethylbenzene;o-diethylbenzene;1,3-diethylbenzene;;emissions to air;emissions to air, unspecified;7.88E+07;kg;;d640a1b4-67a0-492b-9983-0136dce3be58;;;;;;;;;;;;;1.69E-01;;;;;;;;;;;;;;;;1.33E+07;;;
ofurace;ofurace;;Fungicide;emissions to air;emissions to air, unspecified;6.39E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);d0169fcf-8542-4112-bda4-b25cada28911;;;;2.67E-05;;;;;;;;;1.58E+05;;;;;;;1.71E+00;;;;;;;;;1.01E+10;;;
ofurace;ofurace;;Fungicide;emissions to soil;emissions to soil, unspecified;8.52E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);6e01560c-0dc4-49e5-a318-1e9c2ab4845a;;;;1.72E-06;;;;;;;;;3.13E+04;;;;;;;1.47E-01;;;;;;;;;2.67E+09;;;
ofurace;ofurace;;Fungicide;emissions to water;emissions to water, unspecified;4.26E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);a5bedac8-1b41-4acf-8fc5-67a574e00338;;;;1.68E-05;;;;;;;;;6.40E+06;;;;;;;7.15E-02;;;;;;;;;2.72E+10;;;
oils, unspecified;petroleum oils;;;emissions to air;emissions to air, unspecified;8.29E+06;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);178decd7-c189-40a5-934c-151912226ca8;;;;2.21E-09;;;;;;;;;3.43E-03;;;;;;;1.83E-02;;;;;;;;;2.84E+04;;;
oils, unspecified;petroleum oils;;;emissions to soil;emissions to soil, unspecified;4.64E+07;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);d69e658d-4380-4652-ba6d-4de8bde32fdb;;;;1.35E-09;;;;;;;;;5.08E-01;;;;;;;6.29E-02;;;;;;;;;2.36E+07;;;
oils, unspecified;petroleum oils;;;emissions to water;emissions to water, unspecified;5.53E+05;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);f0eb7560-7e0c-4205-ac9b-7a572dde4a42;;;;1.96E-08;;;;;;;;;8.01E+02;;;;;;;1.08E-02;;;;;;;;;4.43E+08;;;
omethoate;omethoate;Omethoate;Pesticide;emissions to air;emissions to air, unspecified;2.33E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);580c4d95-3f4c-4a39-a613-3b8cb8c31a6c;;;;2.06E-03;;;;;;;;;4.37E+03;;;;;;;4.79E+02;;;;;;;;;1.02E+09;;;
omethoate;omethoate;Omethoate;Pesticide;emissions to soil;emissions to soil, unspecified;3.10E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);79d54cc2-9a20-462d-8445-a50e0b113916;;;;2.43E-06;;;;;;;;;5.76E+02;;;;;;;7.53E-01;;;;;;;;;1.79E+08;;;
omethoate;omethoate;Omethoate;Pesticide;emissions to water;emissions to water, unspecified;1.55E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);b047aacc-ed6e-42dd-bd8f-6d10c29f61ca;;;;2.49E-04;;;;;;;;;2.67E+05;;;;;;;3.86E+00;;;;;;;;;4.14E+09;;;
oryzalin;oryzalin;Oryzalin;Pesticide;emissions to air;emissions to air, unspecified;7.33E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-9f62-0050c2490048;;;;1.15E-06;;;;;;;;;9.14E+02;;;;;;;8.42E-01;;;;;;;;;6.70E+08;;;
oryzalin;oryzalin;Oryzalin;Pesticide;emissions to soil;emissions to soil, unspecified;3.59E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-9e45-0050c2490048;;;;2.43E-07;;;;;;;;;8.34E+02;;;;;;;8.72E-01;;;;;;;;;2.99E+09;;;
oryzalin;oryzalin;Oryzalin;Pesticide;emissions to water;emissions to water, unspecified;4.89E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-9188-0050c2490048;;;;5.82E-07;;;;;;;;;4.42E+04;;;;;;;2.84E-02;;;;;;;;;2.16E+09;;;
other alk(adi)enes;other alk(adi)enes;;(aggregated flow);Emissions to air;emissions to air, unspecified;5.31E+09;kg;Calculated from EDGAR (EDGAR v4.3.2_VOC_spec);other alkadienes. Air, unspecified;;;5.71E-07;7.96E-10;;;1.65E+00;;;;;;1.12E-03;;;;;;3.03E+03;4.23E+00;;;8.76E+09;;;;;;5.97E+06;;;
other alkanals (aldehyedes);other alkanals (aldehyedes);;(aggregated flow);Emissions to air;emissions to air, unspecified;7.95E+09;kg;Calculated from EDGAR (EDGAR v4.3.2_VOC_spec);other alkanals. Air, unspecified;;;9.45E-08;4.72E-08;;;1.29E+00;;;;;;1.12E+00;;;;;;7.52E+02;3.75E+02;;;1.03E+10;;;;;;8.90E+09;;;
other nmvocs;other nmvocs;;(aggregated flow);Emissions to air;emissions to air, unspecified;5.65E+09;kg;Calculated from EDGAR (EDGAR v4.3.2_VOC_spec);Other nmvoc. Air, unspecified;;;2.81E-07;3.31E-07;;;1.15E-01;;;;;;7.81E-01;;;;;;1.59E+03;1.87E+03;;;6.50E+08;;;;;;4.42E+09;;;
oxadiargyl;oxadiargyl;;Herbicide;emissions to air;emissions to air, unspecified;4.98E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);f1025b6a-f4ff-403c-b37b-8abdbed6b064;;;;3.69E-05;;;;;;;;;6.27E+04;;;;;;;1.83E+00;;;;;;;;;3.12E+09;;;
oxadiargyl;oxadiargyl;;Herbicide;emissions to soil;emissions to soil, unspecified;1.97E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);6bc5cdfb-e2fb-450c-8807-c278ba427e03;;;;8.05E-06;;;;;;;;;7.03E+04;;;;;;;1.59E+00;;;;;;;;;1.39E+10;;;
oxadiargyl;oxadiargyl;;Herbicide;emissions to water;emissions to water, unspecified;3.32E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);54dfc9cc-2b50-49ca-b092-8f8ed65a3df7;;;;1.26E-05;;;;;;;;;1.26E+06;;;;;;;4.17E-02;;;;;;;;;4.17E+09;;;
oxadiazon;oxadiazon;Oxadiazon;Pesticide;emissions to air;emissions to air, unspecified;4.98E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-8e2e-0050c2490048;;;;6.05E-05;;;;;;;;;3.01E+04;;;;;;;3.01E+00;;;;;;;;;1.50E+09;;;
oxadiazon;oxadiazon;Oxadiazon;Pesticide;emissions to soil;emissions to soil, unspecified;1.97E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-8e2d-0050c2490048;;;;1.30E-04;;;;;;;;;5.21E+04;;;;;;;2.56E+01;;;;;;;;;1.03E+10;;;
oxadiazon;oxadiazon;Oxadiazon;Pesticide;emissions to water;emissions to water, unspecified;3.32E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-8e34-0050c2490048;;;;3.00E-04;;;;;;;;;1.36E+06;;;;;;;9.95E-01;;;;;;;;;4.50E+09;;;
oxadixyl;oxadixyl;Oxadixyl;Pesticide;emissions to air;emissions to air, unspecified;1.18E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);a4ae90e0-be2a-4b45-bb6e-abf734664d82;;;;;;;;;;;;;7.45E+01;;;;;;;;;;;;;;;;8.77E+06;;;
oxadixyl;oxadixyl;Oxadixyl;Pesticide;emissions to soil;emissions to soil, unspecified;1.57E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);2e994f1e-b9d2-4ff0-8c48-e13dd56c7dcb;;;;;;;;;;;;;3.65E+02;;;;;;;;;;;;;;;;5.72E+07;;;
oxadixyl;oxadixyl;Oxadixyl;Pesticide;emissions to water;emissions to water, unspecified;7.85E+03;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);346caa85-1530-4283-b10b-a98d6c1668ef;;;;;;;;;;;;;9.72E+02;;;;;;;;;;;;;;;;7.63E+06;;;
oxamyl;oxamyl;Oxamyl;Pesticide;emissions to air;emissions to air, unspecified;4.89E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-973c-0050c2490048;;;0.00E+00;3.03E-06;;;;;;;;;3.99E+03;;;;;;0.00E+00;1.48E+00;;;;;;;;;1.95E+09;;;
oxamyl;oxamyl;Oxamyl;Pesticide;emissions to soil;emissions to soil, unspecified;6.51E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-973b-0050c2490048;;;0.00E+00;5.89E-07;;;;;;;;;9.58E+03;;;;;;0.00E+00;3.84E-01;;;;;;;;;6.24E+09;;;
oxamyl;oxamyl;Oxamyl;Pesticide;emissions to water;emissions to water, unspecified;3.26E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-9742-0050c2490048;;;0.00E+00;2.07E-06;;;;;;;;;1.10E+05;;;;;;0.00E+00;6.75E-02;;;;;;;;;3.59E+09;;;
oxine-copper;oxine-copper;Oxine-copper;Pesticide;emissions to air;emissions to air, unspecified;5.46E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);05783ed0-6c10-46ce-8130-987e1435b520;;;0.00E+00;;;;;;;;;;1.23E+05;;;;;;0.00E+00;;;;;;;;;;6.74E+10;;;
oxine-copper;oxine-copper;Oxine-copper;Pesticide;emissions to soil;emissions to soil, unspecified;7.28E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);b47f7ca1-b162-444c-98ac-5e89a02c281f;;;0.00E+00;;;;;;;;;;8.57E+05;;;;;;0.00E+00;;;;;;;;;;6.24E+11;;;
oxine-copper;oxine-copper;Oxine-copper;Pesticide;emissions to water;emissions to water, unspecified;3.64E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);072cf74a-d360-4511-bd2c-75e40613d2fe;;;0.00E+00;;;;;;;;;;7.37E+06;;;;;;0.00E+00;;;;;;;;;;2.68E+11;;;
oxyfluorofen;oxyfluorofen;Oxyfluorfen;Pesticide;emissions to air;emissions to air, unspecified;2.58E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-9ef5-0050c2490048;;;;8.70E-06;;;;;;;;;1.32E+04;;;;;;;2.25E+00;;;;;;;;;3.41E+09;;;
oxyfluorofen;oxyfluorofen;Oxyfluorfen;Pesticide;emissions to soil;emissions to soil, unspecified;1.27E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-9ef4-0050c2490048;;;;3.62E-08;;;;;;;;;1.28E+02;;;;;;;4.61E-02;;;;;;;;;1.63E+08;;;
oxyfluorofen;oxyfluorofen;Oxyfluorfen;Pesticide;emissions to water;emissions to water, unspecified;1.72E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-9f64-0050c2490048;;;;2.31E-05;;;;;;;;;9.33E+05;;;;;;;3.98E-01;;;;;;;;;1.61E+10;;;
o-xylene;o-xylene;o-xylene;;emissions to air;emissions to air, unspecified;1.66E+09;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);08a91e70-3ddc-11dd-974c-0050c2490048;;;;6.50E-08;;;1.78E+00;;;;;;1.87E-01;;;;;;;1.08E+02;;;2.95E+09;;;;;;3.09E+08;;;
o-xylene;o-xylene;o-xylene;;emissions to soil;emissions to soil, unspecified;0.00E+00;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);08a91e70-3ddc-11dd-974b-0050c2490048;;;;5.19E-09;;;;;;;;;8.49E+00;;;;;;;0.00E+00;;;;;;;;;0.00E+00;;;
paclobutrazol;paclobutrazol;Paclobutrazol;Pesticide;emissions to air;emissions to air, unspecified;1.20E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-9f69-0050c2490048;;;;1.54E-04;;;;;;;;;5.37E+02;;;;;;;1.85E+00;;;;;;;;;6.43E+06;;;
paclobutrazol;paclobutrazol;Paclobutrazol;Pesticide;emissions to soil;emissions to soil, unspecified;1.60E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-9f68-0050c2490048;;;;2.43E-06;;;;;;;;;7.96E+02;;;;;;;3.87E-02;;;;;;;;;1.27E+07;;;
paclobutrazol;paclobutrazol;Paclobutrazol;Pesticide;emissions to water;emissions to water, unspecified;7.98E+02;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-a098-0050c2490048;;;;7.06E-06;;;;;;;;;1.51E+04;;;;;;;5.63E-03;;;;;;;;;1.20E+07;;;
palladium;palladium;;;resource flow;non-renewable element resources from ground;1.97E+05;kg;USGS, 2011a;e2fb2bc2-6555-11dd-ad8b-0800200c9a66;;;;;;;;;;;;;;;;5.71E-01;;;;;;;;;;;;;;;;1.12E+05
para-cresol;para-cresol;4-Methyl phenol;;emissions to air;emissions to air, unspecified;1.36E+08;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);4d9a8790-3ddd-11dd-9098-0050c2490048;;;;5.44E-07;;;;;;;;;3.31E+00;;;;;;;7.39E+01;;;;;;;;;4.50E+08;;;
paraquat;paraquat;Paraquat;Pesticide;emissions to air;emissions to air, unspecified;6.44E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-961c-0050c2490048;;;;6.97E-06;;;;;;;;;3.25E+02;;;;;;;4.48E+00;;;;;;;;;2.09E+08;;;
paraquat;paraquat;Paraquat;Pesticide;emissions to soil;emissions to soil, unspecified;2.33E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-961b-0050c2490048;;;;6.74E-08;;;;;;;;;1.11E+02;;;;;;;1.57E-01;;;;;;;;;2.59E+08;;;
paraquat;paraquat;Paraquat;Pesticide;emissions to water;emissions to water, unspecified;4.29E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-9ed0-0050c2490048;;;;3.25E-06;;;;;;;;;1.75E+04;;;;;;;1.39E-01;;;;;;;;;7.52E+08;;;
parathion;parathion;Parathion;Pesticide;emissions to air;emissions to air, unspecified;2.33E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-9b80-0050c2490048;;;0.00E+00;8.68E-06;;;;;;;;;3.21E+05;;;;;;0.00E+00;2.02E+00;;;;;;;;;7.48E+10;;;
parathion;parathion;Parathion;Pesticide;emissions to soil;emissions to soil, unspecified;3.10E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-909e-0050c2490048;;;0.00E+00;4.15E-06;;;;;;;;;3.52E+05;;;;;;0.00E+00;1.29E+00;;;;;;;;;1.09E+11;;;
parathion;parathion;Parathion;Pesticide;emissions to water;emissions to water, unspecified;1.55E+04;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);08a91e70-3ddc-11dd-9b8a-0050c2490048;;;0.00E+00;2.52E-05;;;;;;;;;4.36E+07;;;;;;0.00E+00;3.90E-01;;;;;;;;;6.77E+11;;;
particles (pm2.5);particles (pm2.5);;;emissions to air;emissions to lower stratosphere and upper troposphere;4.53E+07;kg;EC-JRC/PBL, 2016 (EDGAR v.4.3.1);4d9a8790-3ddd-11dd-9368-0050c2490048;;;;;0.00E+00;;;;;;;;;;;;;;;;0.00E+00;;;;;;;;;;;
particles (pm2.5);particles (pm2.5);;;emissions to air;emissions to non-urban air close to ground;4.51E+09;kg;EC-JRC/PBL, 2016 (EDGAR v.4.3.1);9fbb6324-ed5b-11e6-bc64-92361f002671;;;;;1.14E-05;;;;;;;;;;;;;;;;5.13E+04;;;;;;;;;;;
particles (pm2.5);particles (pm2.5);;;emissions to air;emissions to non-urban air high stack;6.20E+09;kg;EC-JRC/PBL, 2016 (EDGAR v.4.3.1);21de1576-ee11-11e6-bc64-92361f002671;;;;;3.02E-06;;;;;;;;;;;;;;;;1.87E+04;;;;;;;;;;;
particles (pm2.5);particles (pm2.5);;;emissions to air;emissions to non-urban air low stack;9.77E+09;kg;EC-JRC/PBL, 2016 (EDGAR v.4.3.1);9fbb5de8-ed5b-11e6-bc64-92361f002671;;;;;3.92E-06;;;;;;;;;;;;;;;;3.83E+04;;;;;;;;;;;
particles (pm2.5);particles (pm2.5);;;emissions to air;emissions to urban air close to ground;4.90E+09;kg;EC-JRC/PBL, 2016 (EDGAR v.4.3.1);08a91e70-3ddc-11dd-9295-0050c2490048;;;;;2.38E-04;;;;;;;;;;;;;;;;1.17E+06;;;;;;;;;;;
particles (pm2.5);particles (pm2.5);;;emissions to air;emissions to urban air high stack;6.74E+09;kg;EC-JRC/PBL, 2016 (EDGAR v.4.3.1);9fbb60ea-ed5b-11e6-bc64-92361f002671;;;;;6.33E-05;;;;;;;;;;;;;;;;4.27E+05;;;;;;;;;;;
particles (pm2.5);particles (pm2.5);;;emissions to air;emissions to urban air low stack;1.06E+10;kg;EC-JRC/PBL, 2016 (EDGAR v.4.3.1);9fbb6018-ed5b-11e6-bc64-92361f002671;;;;;8.22E-05;;;;;;;;;;;;;;;;8.73E+05;;;;;;;;;;;
p-cymene;p-cymene;4-isopropyltoluene;All sources (industrial, agricultural, etc.);emissions to air;emissions to air, unspecified;2.37E+08;kg;;1f484e22-c92f-4bc9-8d23-c9efaa1d7427;;;;;;;;;;;;;7.23E-02;;;;;;;;;;;;;;;;1.71E+07;;;
peat;peat;;8.4 MJ/kg;resource flow;non-renewable element resources from ground;1.31E+13;MJ;WNA (2016b), IEA (2014);e2fba107-6555-11dd-ad8b-0800200c9a66;;;;;;;;;;;;;;;1.00E+00;;;;;;;;;;;;;;;;1.31E+13;
pendimethalin;pendimethalin;Pendimethalin;Pesticide;emissions to air;emissions to air, unspecified;7.16E+06;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);4d9a8790-3ddd-11dd-9627-0050c2490048;;;;3.11E-07;;;;;;;;;1.39E+04;;;;;;;2.23E+00;;;;;;;;;9.94E+10;;;
pendimethalin;pendimethalin;Pendimethalin;Pesticide;emissions to soil;emissions to soil, unspecified;3.53E+07;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-ae3a-0050c2490048;;;;1.93E-07;;;;;;;;;7.43E+03;;;;;;;6.82E+00;;;;;;;;;2.62E+11;;;
pendimethalin;pendimethalin;Pendimethalin;Pesticide;emissions to water;emissions to water, unspecified;4.77E+05;kg;global, upscale of EU Leclerc et al. 2018 based on agricultural area (/ 0.0384);fe0acd60-3ddc-11dd-ae3d-0050c2490048;;;;3.11E-07;;;;;;;;;1.53E+06;;;;;;;1.48E-01;;;;;;;;;7.28E+11;;;
pentachlorobenzene;pentachlorobenzene;Pentachlorobenzene;;emissions to air;emissions to air, unspecified;8.03E+03;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a29a-0050c2490048;;;;2.57E-05;;;;;;;;;9.24E+02;;;;;;;2.06E-01;;;;;;;;;7.43E+06;;;
pentachlorobenzene;pentachlorobenzene;Pentachlorobenzene;;emissions to soil;emissions to soil, unspecified;0.00E+00;kg;EU Sala et al. (2015) * 14.12 (from Cucurachi et al. 2014);fe0acd60-3ddc-11dd-a299-0050c2490048;;;;2.84E-05;;;;;;;;;1.12E+03;;;;;;;0.00E+00;;;;;;;;;0.00E+00;;;
